name,lat,lng,address,spec
基督復臨安息日會醫療財團法人臺安醫院,25.0476829,121.5474831,"臺北市松山區八德路二段424,426號","家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,解剖病理科,急診醫學科,整形外科,職業醫學科,牙醫一般科,"

江建中診所,25.0492066,121.5659324,臺北市松山區八德路4段285號1樓,"家庭醫學科,"

朱家庭醫學科診所,25.0455985,121.5521416,臺北市松山區八德路3段12巷57弄39之1號1樓,"家庭醫學科,"

中山醫療社團法人中山醫院,25.036515,121.5499289,臺北市大安區仁愛路四段112巷11號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,復健科,麻醉科,放射診斷科,放射腫瘤科,整形外科,牙醫一般科,"

宏恩醫療財團法人宏恩綜合醫院,25.0381916,121.5466881,臺北市大安區仁愛路四段71巷1號、仁 愛路四段61號、仁愛路四段91巷16號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,復健科,麻醉科,放射診斷科,職業醫學科,牙醫一般科,"

國立臺灣大學醫學院附設醫院癌醫中心分院,25.0144825,121.5444065,臺北市大安區基隆路 3段155巷57號,"家庭醫學科,內科,外科,婦產科,骨科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,牙醫一般科,"

中心診所醫療財團法人中心綜合醫院,25.0418516,121.5474838,臺北市大安區忠孝東路四段７７號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,急診醫學科,職業醫學科,牙醫一般科,"

杏保醫網信誠診所,25.0334128,121.5514198,臺北市大安區信義路4段197號1樓、199巷2號1樓、199巷2號2樓、199巷2號2樓之1,"家庭醫學科,內科,耳鼻喉科,復健科,"

博安家庭醫學科診所,25.0324319,121.5291,臺北市大安區麗水街3號,"家庭醫學科,"

瑞御診所,25.0367324,121.5492744,臺北市大安區敦化南路一段259號12樓,"家庭醫學科,"

安民家庭醫學科診所,25.0393976,121.5460635,臺北市大安區大安路1段65號2樓之1,"家庭醫學科,"

大中診所,25.0336918,121.5541306,臺北市大安區信義路4段265巷2號5樓,"家庭醫學科,"

基督復臨安息日會醫療財團法人臺安診所,25.0291153,121.5483905,臺北市大安區敦化南路二段76號11樓、11樓之1、11樓之2、11樓之3,"家庭醫學科,內科,放射診斷科,"

林繼國診所,25.0424121,121.5391212,臺北市大安區忠孝東路三段２１７巷１弄１２號１樓,"家庭醫學科,兒科,"

國泰醫療財團法人國泰綜合醫院,25.0371818,121.5527439,臺北市大安區仁愛路四段266巷6號，280號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,"

春天診所,25.03306,121.5513299,臺北市大安區信義路四段184號3樓,"家庭醫學科,"

林青穀家庭醫學科診所,25.044811,121.546073,臺北市大安區大安路1段2之1號,"家庭醫學科,內科,精神科,"

誼安診所,25.0378148,121.5536584,臺北市大安區仁愛路四段二五號三A,"家庭醫學科,"

尹書田醫療財團法人書田泌尿科眼科診所,25.0251834,121.5372485,臺北市大安區建國南路2段276號1樓、2樓、4樓、4樓之1、B1、B1之1、278號1樓,"家庭醫學科,內科,外科,兒科,神經科,泌尿科,眼科,皮膚科,精神科,復健科,"

張渝醫師診所,25.0221638,121.5496617,臺北市大安區基隆路二段２７０號１Ｆ,"家庭醫學科,內科,"

黃禎祥診所,25.0236945,121.5286041,臺北市大安區師大路７１號,"家庭醫學科,兒科,"

陳惠章婦產科家庭醫學科診所,25.0203177,121.5285068,臺北市大安區羅斯福路三段二六一號二樓,"家庭醫學科,婦產科,"

田嘉程診所,25.0363018,121.5557063,臺北市大安區延吉街239之1號,"家庭醫學科,"

小林醫師診所,25.0405544,121.5493708,臺北市大安區敦化南路1段225號地下二層之19,"家庭醫學科,"

松德診所,25.0281223,121.5473519,臺北市大安區四維路170巷16號,"家庭醫學科,"

鴻馨診所,25.0314801,121.5458693,臺北市大安區大安路2段86之1號,"家庭醫學科,"

夏娃診所,25.0239355,121.5281757,臺北市大安區師大路68巷2號2樓,"家庭醫學科,"

樂活診所,25.025735,121.5283029,臺北市大安區師大路12號(實際營業地址：1樓、3樓),"家庭醫學科,神經科,復健科,麻醉科,"

行一診所,25.0248832,121.5354691,臺北市大安區新生南路3段19巷8號3樓之1,"家庭醫學科,"

健華診所,25.0250125,121.5448053,臺北市大安區和平東路2段299號(實際營業地址:1樓),"家庭醫學科,兒科,"

生生優動忠孝新生診所,25.0402923,121.5337228,臺北市大安區濟南路3段9號1樓,"家庭醫學科,"

仁愛好日子診所,25.0397009,121.5334908,臺北市大安區仁愛路3段5巷3之2號,"家庭醫學科,"

安澐診所,25.0281935,121.5432639,臺北市大安區復興南路2段150號(1樓),"家庭醫學科,"

逸林診所,25.0335468,121.547803,臺北市大安區信義路4段109之2號1樓,"家庭醫學科,"

窈窕診所,25.0331733,121.543487,臺北市大安區復興南路2段6號4樓,"家庭醫學科,"

于賓診所,25.041874,121.543505,臺北市大安區忠孝東路3段305號7樓之4、5、6,"家庭醫學科,皮膚科,"

尖端診所,25.024169,121.5483413,臺北市大安區敦化南路二段一六八號十一樓,"家庭醫學科,內科,"

淨妍醫美診所,25.0412049,121.5527798,臺北市大安區忠孝東路4段212號4樓之1,"家庭醫學科,"

建成診所,25.0503114,121.5191932,臺北市大同區長安西路82號,"家庭醫學科,"

聖心婦家醫診所,25.0597941,121.5143158,臺北市大同區保安街1之1號(1樓),"家庭醫學科,婦產科,"

圓山診所,25.0721497,121.5144821,臺北市大同區酒泉街131號(1樓),"家庭醫學科,兒科,"

羅志弘診所,25.0674448,121.5139488,臺北市大同區重慶北路三段１１５號,"家庭醫學科,"

慶吉診所,25.0701566,121.5140429,臺北市大同區重慶北路三段209號,"家庭醫學科,"

澤康診所,25.066365,121.5139449,臺北市大同區重慶北路三段71號,"家庭醫學科,"

建順診所,25.0596536,121.5128695,臺北市大同區甘州街51號,"家庭醫學科,"

永欣診所,25.0525979,121.5198723,臺北市大同區南京西路30號3樓之3,"家庭醫學科,"

鈞生診所,25.058839,121.512772,臺北市大同區甘州街２８號,"家庭醫學科,"

鼎廬診所,25.061917,121.5249922,臺北市中山區中山北路二段１３７巷３７號１樓,"家庭醫學科,"

禾康診所,25.0614004,121.5254317,臺北市中山區林森北路486號,"家庭醫學科,"

葉小兒科診所,25.054887,121.538813,臺北市中山區長春路２２７號,"家庭醫學科,兒科,"

慶生診所,25.0645842,121.5257974,臺北市中山區林森北路561號2樓之7及之8,"家庭醫學科,精神科,"

晏安診所,25.0484076,121.5429385,臺北市中山區長安東路二段１８９號之６,"家庭醫學科,"

德式診所,25.0668195,121.5250239,臺北市中山區德惠街9號4樓之9、4樓之10,"家庭醫學科,"

麗星診所,25.0605366,121.5375571,臺北市中山區建國北路二段135號7樓,"家庭醫學科,"

好日子診所,25.0637886,121.5234341,臺北市中山區中山北路二段183巷3之3號,"家庭醫學科,"

洛桑醫學診所,25.0832017,121.5533737,臺北市中山區敬業一路128巷28號4樓,"家庭醫學科,"

玉山診所,25.0604586,121.5342898,臺北市中山區錦州街251號(實際營業:二層),"家庭醫學科,"

榮星診所,25.0606057,121.5406317,臺北市中山區龍江路272號 (實際營業地址:1樓、地下一層)及274號 (實際營業地址:1樓),"家庭醫學科,"

興安診所,25.0573857,121.5434991,臺北市中山區民生東路3段90號2樓、9 0號2樓之3,"家庭醫學科,復健科,"

長安內外科診所,25.0470832,121.5412407,臺北市中山區八德路二段259號,"家庭醫學科,內科,外科,"

杏慈診所,25.061987,121.5350233,臺北市中山區民權東路二段152巷2之1號,"家庭醫學科,"

光華家醫科診所,25.049564,121.521914,臺北市中山區長安東路2段33號1樓,"家庭醫學科,"

陳家庭醫學科診所,25.0634736,121.531077,臺北市中山區吉林路３１５巷１８號,"家庭醫學科,"

泰安醫院,25.0614697,121.5316315,臺北市中山區民權東路二段９２巷２之1號(地下一樓至地上六樓),"家庭醫學科,內科,婦產科,泌尿科,"

王三郎婦產科診所,25.0633405,121.5222607,臺北市中山區中山北路二段166號之2,"家庭醫學科,婦產科,"

北安聯合診所,25.081027,121.548298,臺北市中山區北安路569之2號 569之3號  569之4號 569之1號二 樓 569之2號二 樓 569之3號二 樓 569之4號二 樓,"家庭醫學科,內科,兒科,婦產科,骨科,耳鼻喉科,眼科,皮膚科,"

台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院,25.0588457,121.5223977,臺北市中山區中山北路二段９２號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,"

龍江固?診所,25.0661331,121.5408497,臺北市中山區龍江路360號1樓,"家庭醫學科,"

農安診所,25.0647653,121.5284609,臺北市中山區農安街62號,"家庭醫學科,"

育睿診所,25.0823089,121.5683655,臺北市內湖區內湖路1段217巷35號1樓,"家庭醫學科,"

麗康診所,25.0737158,121.6042383,臺北市內湖區金湖路362號,"家庭醫學科,"

瑞康診所,25.0772261,121.5769347,臺北市內湖區江南街96巷3號,"家庭醫學科,"

康寧醫療財團法人康寧醫院,25.0758907,121.6089476,臺北市內湖區成功路五段４２０巷２６號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,泌尿科,耳鼻喉科,復健科,麻醉科,放射診斷科,急診醫學科,牙醫一般科,"

內湖長春診所,25.0686424,121.5849242,臺北市內湖區民權東路六段64號,"家庭醫學科,外科,"

陳森豊診所,25.0828058,121.5653646,臺北市內湖區環山路一段２號１樓及２樓,"家庭醫學科,內科,外科,骨科,神經科,"

魏穀年診所,25.0818572,121.5705491,臺北市內湖區內湖路一段４０３號,"家庭醫學科,兒科,眼科,西醫一般科,"

誠康診所,25.0811116,121.5730341,臺北市內湖區內湖路一段585號,"家庭醫學科,"

國泰醫療財團法人內湖國泰診所,25.077801,121.5756048,臺北市內湖區瑞光路337號(1、2、3、4樓),"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,整形外科,"

康樂診所,25.0702198,121.6188382,臺北市內湖區康樂街80號、82號、84號,"家庭醫學科,"

新明診所,25.0548379,121.5803312,臺北市內湖區新明路386號,"家庭醫學科,"

三軍總醫院附設民眾診療服務處,25.0161331,121.5295147,臺北市內湖區成功路二段325號；臺北市中正區汀州路3段40號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,"

中國醫藥大學附設醫院臺北分院,25.082146,121.5907328,臺北市內湖區內湖路二段360號、362號,"家庭醫學科,內科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,精神科,復健科,麻醉科,放射診斷科,中醫一般科,"

康育診所,25.0805298,121.5910013,臺北市內湖區成功路三段189號2樓,"家庭醫學科,內科,"

杏林內科小兒科診所,25.0537969,121.6165989,臺北市南港區研究院路一段２５號,"家庭醫學科,"

杏安診所,25.0457147,121.585303,臺北市南港區同德路74號、76號,"家庭醫學科,耳鼻喉科,"

黃家庭醫學科診所,25.0503319,121.6157499,臺北市南港區研究院路一段１６１號,"家庭醫學科,內科,"

永育醫療福德診所,25.0394744,121.5878402,臺北市南港區福德街320號1樓,"家庭醫學科,"

陳勝吉診所,25.0515579,121.6161373,臺北市南港區研究院路一段115號1樓,"家庭醫學科,"

劉聖亞診所,25.0558361,121.6057025,臺北市南港區興華路８２號１樓,"家庭醫學科,婦產科,"

天仁健康診所,25.0448163,121.5867293,臺北市南港區成福路21號,"家庭醫學科,"

義仁兒科診所,25.0450034,121.5832048,臺北市南港區玉成街138號1樓,"家庭醫學科,兒科,"

荃威診所,25.045768,121.5828225,臺北市南港區忠孝東路5段976號(實際營業地址:1、2層),"家庭醫學科,"

德福診所,25.0900093,121.5255087,臺北市士林區大東路七十七號,"家庭醫學科,內科,"

高醫師家庭醫學科診所,25.1191314,121.5304358,臺北市士林區中山北路7段17號2樓,"家庭醫學科,"

存德小兒科診所,25.0956427,121.5246202,臺北市士林區文林路460號(實際使用：1樓),"家庭醫學科,兒科,"

芝山診所,25.1062089,121.5317716,臺北市士林區忠義街82號1樓,"家庭醫學科,"

天母許內科家醫科診所,25.120989,121.52692,臺北市士林區天母北路49號,"家庭醫學科,內科,"

吳如壽診所,25.1111034,121.5258707,臺北市士林區中山北路六段３２２號(實際使用:1樓),"家庭醫學科,"

一森診所,25.0924301,121.5281868,臺北市士林區中山北路5段476號1樓,"家庭醫學科,"

天母康健身心診所,25.104071,121.521173,臺北市士林區德行西路100號,"家庭醫學科,精神科,"

耀明診所,25.0947379,121.522596,臺北市士林區中正路322號,"家庭醫學科,"

天母好日子診所,25.1062128,121.5225951,臺北市士林區磺溪街21巷8號(1、2樓),"家庭醫學科,"

家庭醫師張正弘診所,25.1205138,121.5290841,臺北市士林區天玉街３８巷９號,"家庭醫學科,"

德泰耳鼻喉科診所,25.0804629,121.5214449,臺北市士林區通河街42之1號,"家庭醫學科,耳鼻喉科,"

邱世昌診所,25.1023232,121.5207755,臺北市士林區文林路７１８號,"家庭醫學科,兒科,"

愛林診所,25.0884553,121.5214903,臺北市士林區承德路四段222號、222之1號、222之2號,"家庭醫學科,兒科,"

蘇家醫科診所,25.089831,121.526457,臺北市士林區大北路２０號,"家庭醫學科,"

鄭醫師診所,25.0816813,121.5106305,臺北市士林區延平北路五段120號1、2 樓,"家庭醫學科,"

新光醫療財團法人新光吳火獅紀念醫院,25.0964181,121.5209269,臺北市士林區文昌路95號及士商路51號、51號2樓、51號3樓、51號4樓、51號5樓、51號6樓、51號7樓、53號、55號、57號、臺北市士林區基河路252號1樓,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,"

振興醫療財團法人振興醫院,25.1163785,121.5205023,臺北市北投區振興街４５號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,整形外科,西醫一般科,牙醫一般科,中醫一般科,"

臺北市立聯合醫院附設北投門診部,25.1324185,121.5028358,臺北市北投區新市街30號5樓,"家庭醫學科,眼科,復健科,"

臺北市立關渡醫院─委託臺北榮民總醫院經營,25.1202655,121.4670931,臺北市北投區知行路二二五巷十二號,"家庭醫學科,內科,神經科,精神科,復健科,放射診斷科,牙醫一般科,中醫一般科,"

清田婦產科家醫科診所,25.1417699,121.4990213,臺北市北投區中和街二六八號,"家庭醫學科,婦產科,"

永安家庭醫學科診所,25.135722,121.498204,臺北市北投區中央北路一段172號(實際使用：一、二層),"家庭醫學科,內科,"

泓光診所,25.118904,121.5148933,臺北市北投區立農街二段二八七號,"家庭醫學科,"

張參雄診所,25.1349966,121.5026846,臺北市北投區光明路166號(1、2層)、166-1號(1、2、3層)、166-2號(2、3層),"家庭醫學科,"

昱德聯合診所,25.1330592,121.5012216,臺北市北投區光明路１０２號,"家庭醫學科,耳鼻喉科,"

長宏診所,25.1363391,121.4962374,臺北市北投區中央北路二段一二一號一樓,"家庭醫學科,"

光明診所,25.1183704,121.5167574,臺北市北投區石牌路2段99巷55號1、2樓,"家庭醫學科,骨科,"

臺北榮民總醫院,25.1202542,121.5197732,臺北市北投區石牌路二段201號、322號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,"

三軍總醫院北投分院附設民眾診療服務處,25.139725,121.5011997,臺北市北投區新民路60號、中和街250號1至4樓、永興路二段2號1至2樓,"家庭醫學科,內科,神經科,精神科,西醫一般科,牙醫一般科,"

和碩聯合科技股份有限公司附設醫務室,25.1248912,121.4692866,臺北市北投區立功街76號5樓,"家庭醫學科,"

家福診所,25.1148748,121.5076831,臺北市北投區實踐街13號,"家庭醫學科,"

臺北市北投健康管理醫院,25.1376276,121.503824,臺北市北投區中和街2號,"家庭醫學科,內科,放射診斷科,整形外科,"

王永良診所,25.1106413,121.5146867,臺北市北投區自強街九十四號,"家庭醫學科,"

常哲診所,25.1111579,121.5205735,臺北市北投區明德路157之4號(實際使用:1樓),"家庭醫學科,"

祐民聯合診所,25.1283396,121.5013486,臺北市北投區中央南路一段207號1、2、3樓、211巷1、3號1、2、3樓、209號2、3樓,"家庭醫學科,內科,外科,復健科,"

鄭素珠診所,25.1106413,121.5146867,臺北市北投區自強街一五四號,"家庭醫學科,兒科,"

慶峰診所,25.0432799,121.578036,臺北市信義區松山路２７５－２號１樓,"家庭醫學科,"

悠亞診所,25.0417427,121.5437974,臺北市信義區忠孝東路5段727號,"家庭醫學科,兒科,"

?麗恆全人診所,25.0417427,121.5437974,臺北市信義區忠孝東路5段431號2樓,"家庭醫學科,"

桂其安家醫科診所,25.0267118,121.5677284,臺北市信義區莊敬路462號,"家庭醫學科,"

101時尚診所,25.0417427,121.5437974,臺北市信義區忠孝東路5段35號4樓,"家庭醫學科,"

姚醫師診所,25.0407412,121.5746302,臺北市信義區忠孝東路五段396號二樓,"家庭醫學科,內科,"

張育驍診所,25.0238695,121.5693372,臺北市信義區吳興街467巷2弄4號1樓、6號1樓、6號2樓、10號1樓,"家庭醫學科,"

臺北醫學大學附設醫院,25.0269556,121.563012,臺北市信義區吳興街２５2號、250號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,"

博馨診所,25.045369,121.573862,臺北市信義區永吉路236號,"家庭醫學科,"

吉星診所,25.043849,121.5215871,臺北市中正區青島東路４－５號１樓,"家庭醫學科,婦產科,"

力安妥診所,25.0421719,121.512712,臺北市中正區衡陽路30號(2樓),"家庭醫學科,"

鈞安診所,25.0253098,121.5090648,臺北市中正區中華路2段431號1樓,"家庭醫學科,"

和眾綜合診所,25.0457882,121.5179649,臺北市中正區忠孝西路一段6號,"家庭醫學科,急診醫學科,職業醫學科,"

博士診所,25.0452434,121.5159572,臺北市中正區南陽街8號地下1樓,"家庭醫學科,"

禾瑞印象診所,25.033876,121.53042,臺北市中正區信義路2段213號5樓,"家庭醫學科,"

劉家庭醫學科診所,25.0396026,121.5255215,臺北市中正區杭州南路一段一四五號一、二樓,"家庭醫學科,"

國立台灣大學醫學院附設醫院,25.0409785,121.5191987,臺北市中正區中山南路７、８號；常德街１號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,"

小千醫師診所,25.0411256,121.5316292,臺北市中正區忠孝東路二段134巷16號,"家庭醫學科,"

長虹診所,25.0452843,121.5170536,臺北市中正區公園路十三號一、二、四樓，地下一樓,"家庭醫學科,外科,"

拉菲爾人本診所,25.044892,121.5154773,臺北市中正區館前路49號11樓,"家庭醫學科,"

林診所,25.0326938,121.5202481,臺北市中正區寧波東街２２號,"家庭醫學科,"

同泰診所,25.024804,121.5200177,臺北市中正區汀州路二段一三六號、一三八號,"家庭醫學科,婦產科,"

國軍台北門診中心附設民眾診療服務處,25.0400239,121.5244335,臺北市中正區紹興南街7號,"家庭醫學科,內科,外科,復健科,牙醫一般科,"

健康101診所,25.0258662,121.5191269,臺北市中正區牯嶺街97號1樓,"家庭醫學科,"

健安診所,25.0208299,121.4980321,臺北市萬華區萬大路432號,"家庭醫學科,"

瑞生診所,25.0280431,121.4948197,臺北市萬華區西園路二段250號、250號2樓、250號3樓、252號、252號2樓、252號3樓,"家庭醫學科,復健科,"

有幸福美學診所,25.0366149,121.4991633,臺北市萬華區廣州街154號2樓,"家庭醫學科,"

益生婦產科診所,25.0215056,121.4983919,臺北市萬華區萬大路４０６－１號,"家庭醫學科,婦產科,"

漢宗小兒科診所,25.0271178,121.5064969,臺北市萬華區中華路2段434號,"家庭醫學科,兒科,"

慧洋診所,25.0310847,121.5038183,臺北市萬華區莒光路１２５號,"家庭醫學科,"

天行健診所,25.0252083,121.4948514,臺北市萬華區寶興街121、125、127號,"家庭醫學科,"

童錫鈺診所,25.0200506,121.4956568,臺北市萬華區萬大路４８６巷５９弄１７號,"家庭醫學科,內科,"

幸福診所,25.0361557,121.5015135,臺北市萬華區康定路199號,"家庭醫學科,"

財團法人台灣省私立台北仁濟院附設仁濟醫院,25.0366735,121.4980939,臺北市萬華區廣州街２００，２４３號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,耳鼻喉科,眼科,皮膚科,復健科,放射診斷科,牙醫一般科,中醫一般科,"

國立臺灣大學醫學院附設醫院北護分院,25.0421534,121.5026284,臺北市萬華區康定路３７號、臺北市萬華區內江街87號、臺北市萬華區內江街87號、臺北市萬華區內江街89號 (文教大樓1樓及供應樓1至2樓),"家庭醫學科,內科,兒科,婦產科,神經科,耳鼻喉科,眼科,精神科,復健科,麻醉科,牙醫一般科,"

萬華劉小兒科診所,25.039582,121.5017796,臺北市萬華區康定路158號,"家庭醫學科,兒科,"

裕仁診所,25.0296491,121.5006906,臺北市萬華區萬大路117號2樓、西藏路292號2樓,"家庭醫學科,"

永康診所,25.0380632,121.5042904,臺北市萬華區桂林路47號1樓2樓及地下1樓,"家庭醫學科,外科,兒科,骨科,復健科,"

西園醫療社團法人西園醫院,25.0277877,121.4945402,臺北市萬華區西園路二段266、268、270、272、276號、185、187、189號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,急診醫學科,牙醫一般科,"

聖約翰婦產科診所,25.0239853,121.4974714,臺北市萬華區東園街175號,"家庭醫學科,婦產科,"

臺北市立聯合醫院附設萬華門診部,25.0231742,121.4976369,臺北市萬華區東園街152號,"家庭醫學科,"

樂群耳鼻喉科家醫科診所,24.9817264,121.5600228,臺北市文山區木新路三段202號,"家庭醫學科,耳鼻喉科,"

臺北市立萬芳醫院-委託臺北醫學大學辦理,24.999901,121.55814,臺北市文山區興隆路三段111號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,"

慈慧內科眼科聯合診所,25.0006666,121.5392804,臺北市文山區羅斯福路五段264號,"家庭醫學科,眼科,"

定安診所,24.9933198,121.5446382,臺北市文山區景興路165號(實際營業為第一層),"家庭醫學科,"

普仁診所,24.9838807,121.5620706,臺北市文山區興隆路四段１７１號,"家庭醫學科,"

王家庭醫學科診所,25.001527,121.570627,臺北市文山區萬安街9號(實際使用第一層),"家庭醫學科,"

東翰診所,25.0002238,121.5481691,臺北市文山區興隆路二段139號,"家庭醫學科,"

泓仁診所,24.9829018,121.5661086,臺北市文山區木新路二段２７３號,"家庭醫學科,"

澤文診所,24.9853411,121.5615454,臺北市文山區興隆路四段１３３號１樓,"家庭醫學科,"

林正豐診所,24.9881246,121.5686962,臺北市文山區保儀路25號,"家庭醫學科,"

景美醫院,24.991198,121.5398813,臺北市文山區羅斯福路六段280號、文山區育英街2巷18號、文山區羅斯福路六段276巷1號1樓、文山區萬慶街18號1樓。,"家庭醫學科,內科,外科,骨科,復健科,麻醉科,放射診斷科,"

仁耀診所,24.9989946,121.5444203,臺北市文山區興隆路一段２７３號,"家庭醫學科,"

官世英診所,24.9932365,121.5444168,臺北市文山區景興路四十五號,"家庭醫學科,"

順欣診所,24.99168,121.5711331,臺北市文山區木柵路3段112號(實際營業地址：一層、二層),"家庭醫學科,內科,"

佳鴻診所,24.9918232,121.5401623,臺北市文山區羅斯福路6段256號1樓,"家庭醫學科,泌尿科,皮膚科,"

