name,lat,lng,address
捷思身心醫學診所,25.0428082,121.5304613,臺北市中正區忠孝東路二段100號5樓之7

臻健康診所,25.0307869,121.5042589,臺北市中正區中華路2段165之1號

站前愛爾麗診所,25.0421407,121.5198716,臺北市中正區忠孝西路1段6號8樓

佳飛雅醫美診所,25.0005937,121.5546312,臺北市中正區辛亥路1段49號(實際營業地址1層及2層)

永愉診所,25.0452974,121.5216527,臺北市中正區忠孝東路1段54號3樓

站前聖宜診所,25.0454268,121.5154761,臺北市中正區許昌街42號(7樓)

久瑞復健科診所,25.0384859,121.5271365,臺北市中正區仁愛路2段21號、21之1號、23號

超全能診所,25.0416256,121.531934,臺北市中正區忠孝東路2段136號1樓

好甘心診所,25.0444922,121.5168594,臺北市中正區公園路30號9樓之1、9樓之2、11樓之1、11樓之2、11樓之3

古亭適康復健科診所,25.0242666,121.524062,臺北市中正區南昌路2段196號(1樓)、200號地下1樓、200號1樓、200號2樓

美渥館診所,25.0340017,121.5099968,臺北市中正區博愛路224巷5號6樓

蒂恩美學診所,25.0370259,121.5325018,臺北市中正區新生南路1段128號4樓

銘人診所,25.0459458,121.5115058,臺北市中正區博愛路9號3樓

立達診所,25.0452974,121.5216527,臺北市中正區忠孝東路1段54號1樓、54之1號(1樓)、54之2號(1樓)、54號2樓、54號3樓

力安妥診所,25.0421719,121.512712,臺北市中正區衡陽路30號(2樓)

站前美力時尚診所,25.0452756,121.5148709,臺北市中正區館前路20號4樓、11樓

君綺美麗診所,25.0421407,121.5198716,臺北市中正區忠孝西路1段6號13樓

古亭復健診所,25.0199623,121.5286465,臺北市中正區羅斯福路3段160號1樓、162號(1、2樓)

幫痘氏公館皮膚科診所,25.0161649,121.5325259,臺北市中正區羅斯福路3段308號1、2、3樓

安妞美學診所,25.0241064,121.5247381,臺北市中正區羅斯福路1段133號2樓

千美診所,25.0407182,121.5325301,臺北市中正區新生南路1段60號3樓

薇璽美學診所,25.0452974,121.5216527,臺北市中正區忠孝東路1段13號7樓

禾瑞印象診所,25.033876,121.53042,臺北市中正區信義路2段213號5樓

韓娜斯時尚美醫診所,25.043516,121.511629,臺北市中正區博愛路83號2樓、85號2樓

海漾大健康管理診所,25.0211046,121.5199908,臺北市中正區水源路77號7樓之1

晶翎美學診所,25.0380017,121.5295279,臺北市中正區仁愛路2段70號1、2樓、72號(1樓)

台北澄清眼科診所,25.0421407,121.5198716,臺北市中正區忠孝西路1段80號3樓

慢活靜心診所,25.0426936,121.5116131,臺北市中正區博愛路105號3樓

珍顏唯上診所,25.0463287,121.5148673,臺北市中正區館前路2號6樓

濰視眼科診所,25.0453997,121.5151274,臺北市中正區館前路43號(2樓)

醫健診所,25.0411374,121.5325687,臺北市中正區新生南路1段56號8樓

臺北市立聯合醫院附設中正門診部,25.0304151,121.5159216,臺北市中正區牯嶺街24號

國軍台北門診中心附設民眾診療服務處,25.0400239,121.5244335,臺北市中正區紹興南街7號

外交部醫務室,25.0389538,121.5163151,臺北市中正區凱達格蘭大道2號

衛生福利部疾病管制署健康中心,25.0433401,121.5226958,臺北市中正區林森南路6號1樓

中央銀行秘書處醫務室,25.0340418,121.516894,臺北市中正區羅斯福路一段2號(實際營業地址:第二大樓2樓)

敦智內科診所,25.045433,121.5143245,臺北市中正區懷寧街１９號

吉星診所,25.043849,121.5215871,臺北市中正區青島東路４－５號１樓

劉瑞聰診所,25.0280961,121.5091889,臺北市中正區汀州路一段１９４號

孫睿亮診所,25.0360952,121.5278548,臺北市中正區金山南路一段１２１號

鄭文宗耳鼻喉科診所,25.0338309,121.531829,臺北市中正區信義路二段２６７號

古亭中心耳鼻喉科診所,25.0309374,121.5042507,臺北市中正區中華路二段１６１號

林診所,25.0326938,121.5202481,臺北市中正區寧波東街２２號

朱小兒科診所,25.022065,121.5240207,臺北市中正區汀州路二段２２０號１樓

雙合耳鼻喉科聯合診所,25.0302154,121.5074564,臺北市中正區汀州路一段96號

張孟源內科診所,25.0276233,121.5064868,臺北市中正區中華路二段３２５號

周正成小兒科診所,25.0406064,121.5233726,臺北市中正區徐州路24號

丞泰耳鼻喉科診所,25.030983,121.517267,臺北市中正區南昌路一段７８號

蕭耳鼻喉科診所,25.024804,121.5200177,臺北市中正區汀州路二段二六一號

彭內科診所,25.026132,121.5178204,臺北市中正區廈門街35號

車參聖整形外科診所,25.0468931,121.5134161,臺北市中正區重慶南路1段13號5樓、6樓

池振坤耳鼻喉科診所,25.030793,121.517409,臺北市中正區南昌路一段88號2樓之1

劉家庭醫學科診所,25.0396026,121.5255215,臺北市中正區杭州南路一段一四五號一、二樓

柯滄銘婦產科診所,25.0429136,121.5226073,臺北市中正區林森南路10號、10之1號、10號2樓、12號2樓、10號4樓、10號4樓之2

蕙瑛婦產科診所,25.0462501,121.5181923,臺北市中正區忠孝西路一段五十號二十四樓之二十四

林超群眼科診所,25.041569,121.513255,臺北市中正區重慶南路一段143號2樓

紹毅內兒科診所,25.0421407,121.5198716,臺北市中正區八德路1段50號1樓、50 號2樓、52號(1樓)、52之1號(2樓)

羅綺皮膚科診所,25.0427329,121.5219127,臺北市中正區濟南路一段7號4樓

戰痘診所,25.0435416,121.5154426,臺北市中正區襄陽路17號(1樓)

同泰診所,25.024804,121.5200177,臺北市中正區汀州路二段一三六號、一三八號

親子診所,25.028498,121.512409,臺北市中正區和平西路二段５０號

惠恩診所,25.0401777,121.5317532,臺北市中正區濟南路二段四十八巷三至二號

李相台診所,25.035265,121.5322764,臺北市中正區新生南路一段１４８號２樓之１

長虹診所,25.0452843,121.5170536,臺北市中正區公園路十三號一、二、四樓，地下一樓

蔡明勳診所,25.0280588,121.5214181,臺北市中正區羅斯福路二段４０號１樓

拉菲爾人本診所,25.044892,121.5154773,臺北市中正區館前路49號11樓

怡和診所,25.024804,121.5200177,臺北市中正區汀州路二段二一二號

奕康耳鼻喉科診所,25.0345311,121.5299552,臺北市中正區連雲街72號2樓

李世輝耳鼻喉科診所,25.030632,121.517804,臺北市中正區南昌路一段79號

東京風采整形外科診所,25.0380235,121.528043,臺北市中正區仁愛路二段48號7樓

健康101診所,25.0258662,121.5191269,臺北市中正區牯嶺街97號1樓

站前大學眼科診所,25.0457878,121.5147909,臺北市中正區館前路8號3樓

美學院整形外科診所,25.0161459,121.532593,臺北市中正區羅斯福路三段312號7樓

新生活診所,25.035756,121.5324856,臺北市中正區新生南路一段140號2樓

風華整形外科診所,25.0421407,121.5198716,臺北市中正區忠孝西路1段6號2、3樓

新公園診所,25.0434909,121.5163069,臺北市中正區襄陽路3號3樓

好健康診所,25.0444064,121.5167927,臺北市中正區公園路30號11樓

美兆診所,25.0468664,121.5137659,臺北市中正區忠孝西路1段66號44.45樓

美診所,25.0411374,121.5325687,臺北市中正區新生南路1段56號4樓

星采皮膚專科診所,25.0313271,121.5189353,臺北市中正區羅斯福路一段32號2樓

長春藤台北忠孝診所,25.0421407,121.5198716,臺北市中正區忠孝西路1段50號27樓、27樓之3

?安診所,25.02664,121.520863,臺北市中正區和平西路一段20號5樓

悅心診所,25.0290353,121.5212574,臺北市中正區羅斯福路2段7之2號、7之3號

美麗新診所,25.0468931,121.5134161,臺北市中正區重慶南路1段43號2樓之1、2樓之2

時尚診所,25.0461196,121.5187581,臺北市中正區忠孝西路一段33號10樓

米蘭時尚診所,25.0452974,121.5216527,臺北市中正區忠孝東路1段43號、45號、45號2樓之1、45號2樓之2、45號2樓之3、45號2樓之5、47號、47之1號、45號10樓之1、45號10樓之2

宏孕診所,25.0411374,121.5325687,臺北市中正區新生南路1段56號14、15樓

禾馨婦產科診所,25.043096,121.51395,臺北市中正區懷寧街78號、78號2樓

慕顏時尚美學診所,25.0424352,121.5137324,臺北市中正區衡陽路7號14樓

渾然天成診所,25.0421407,121.5198716,臺北市中正區忠孝西路1段45號3樓

祈新婦產科診所,25.043096,121.51395,臺北市中正區懷寧街78號9、10樓

平安身心精神科診所,25.0188044,121.5298659,臺北市中正區羅斯福路三段218號

悠媞時尚診所,25.0454166,121.5158347,臺北市中正區許昌街30號4樓

佳妍診所,25.025943,121.52285,臺北市中正區羅斯福路2段136號2樓

博士眼科診所,25.0272722,121.5220185,臺北市中正區羅斯福路二段70號4樓之6、70號4樓之7、70號4樓之8

時尚假期整形醫美診所,25.0539382,121.514908,臺北市大同區南京西路278號2樓

喜顏快時尚診所,25.0523242,121.5199036,臺北市大同區南京西路18巷4弄4之1號1樓

台全診所,25.0502021,121.517103,臺北市大同區承德路1段17之1號(1樓)、17之2號(1樓)、17之3號(1樓)、17之4號(1樓)及17號地下1層

臺北市立聯合醫院附設大同門診部,25.0656996,121.5162533,臺北市大同區昌吉街52號(1樓及2樓)

鈞生診所,25.058839,121.512772,臺北市大同區甘州街２８號

施小兒科診所,25.0651103,121.5134393,臺北市大同區重慶北路三段２８號

蔡健生內、神經科診所,25.069072,121.5166971,臺北市大同區大龍街１８７巷３０號

蔡皮膚科診所,25.057488,121.5139,臺北市大同區重慶北路二段１１５號

黃博裕小兒科診所,25.0557732,121.5203095,臺北市大同區赤峰街４９巷２１號

桂林內科診所,25.0516086,121.5154525,臺北市大同區太原路６２號

陳重熙內科小兒科診所,25.0593735,121.5140788,臺北市大同區保安街３之４號

余自興眼科診所,25.070191,121.5136876,臺北市大同區重慶北路三段二一三號一樓

黃眼科診所,25.0714112,121.5135838,臺北市大同區重慶北路三段２５６號２樓

大龍峒耳鼻喉科診所,25.0687788,121.5130802,臺北市大同區民族西路223之5號

包眼科診所,25.059027,121.51265,臺北市大同區保安街５４之１號

朱世輝耳鼻喉科診所,25.062726,121.517306,臺北市大同區民權西路１０６號2樓

周承良耳鼻喉科診所,25.0511697,121.5119449,臺北市大同區延平北路一段二十二號

張漢權內科診所,25.0526729,121.5139226,臺北市大同區重慶北路一段９２號

聖心婦家醫診所,25.0597941,121.5143158,臺北市大同區保安街1之1號(1樓)

中華民國防癆協會第一胸腔病防治所,25.0630996,121.5156557,臺北市大同區民權西路一○四號二樓

周皮膚科診所,25.0511697,121.5119449,臺北市大同區延平北路一段二十六號

延平耳鼻喉科診所,25.0588131,121.5137056,臺北市大同區重慶北路二段二三五之四號一樓

台北聖仁皮膚科診所,25.0531772,121.5187728,臺北市大同區南京西路71號2樓

黃隆慶婦產科診所,25.0582758,121.5131217,臺北市大同區歸綏街181號2樓之1

廣安診所,25.0689522,121.5161218,臺北市大同區大龍街１７７巷３號

羅志弘診所,25.0674448,121.5139488,臺北市大同區重慶北路三段１１５號

夏立雲診所,25.0591505,121.5122566,臺北市大同區保安街４３號

趙黎海診所,25.0627243,121.5113064,臺北市大同區哈密街六十七號

建成診所,25.0503114,121.5191932,臺北市大同區長安西路82號

廣博診所,25.054909,121.5202504,臺北市大同區長安西路二二O巷五號

伊甸診所,25.052088,121.5171321,臺北市大同區承德路一段66號8樓

林仲皮膚科診所,25.0545828,121.5115252,臺北市大同區延平北路2段20號

和泰內科診所,25.053092,121.5098331,臺北市大同區南京西路406號8樓

羅源彰診所,25.0514479,121.515086,臺北市大同區長安西路137號

梅約內科診所,25.0503525,121.5189311,臺北市大同區長安西路88號1、2、3樓

慶吉診所,25.0701566,121.5140429,臺北市大同區重慶北路三段209號

澤康診所,25.066365,121.5139449,臺北市大同區重慶北路三段71號

建順診所,25.0596536,121.5128695,臺北市大同區甘州街51號

梅約診所,25.0503525,121.5189311,臺北市大同區長安西路88號1、2、3樓

夏凱納生活診所,25.0566598,121.5174404,臺北市大同區五原路15號、19號2樓

宜康復健科診所,25.0684366,121.5164312,臺北市大同區民族西路124號、124之1號及126號

南西司鉑診所,25.0525979,121.5198723,臺北市大同區南京西路30號10樓之1

永欣診所,25.0525979,121.5198723,臺北市大同區南京西路30號3樓之3

南西維格皮膚科診所,25.0524995,121.5200469,臺北市大同區南京西路22號3樓之1、3樓之2

祥恩耳鼻喉科診所,25.057289,121.516706,臺北市大同區民生西路195號

祐雙診所,25.0573313,121.5189534,臺北市大同區民生西路138號2樓

永茂醫美診所,25.0524995,121.5200469,臺北市大同區南京西路22號8樓

寧夏診所,25.0568765,121.5144404,臺北市大同區民生西路236號

大同耳鼻喉科診所,25.0710915,121.5135762,臺北市大同區重慶北路三段250之3、250之4號

紘成診所,25.0514929,121.5177989,臺北市大同區長安西路53巷7弄1之1號1樓

志勛皮膚科診所,25.0542294,121.5141169,臺北市大同區重慶北路二段2、4號(實際營業地址:1、2及3樓)

京站好萊塢診所,25.0491127,121.5158363,臺北市大同區鄭州路3號(1樓、2樓、3樓)

夢工場整形醫美診所,25.050669,121.516748,臺北市大同區承德路一段32號5樓

朵薇診所,25.053927,121.513958,臺北市大同區南京西路288號3樓之9、3樓之10、3樓之11

新旅程復健科診所,25.0636155,121.5118262,臺北市大同區民權西路237之7號(實際營業樓層:1樓、2樓)及237之9號(實際營業樓層:1樓、2樓)

佑佳內科診所,25.0597105,121.5179986,臺北市大同區承德路2段142號1樓及2樓

喜聖診所,25.052128,121.5116764,臺北市大同區長安西路235號(1樓)、237號(1樓)、239號2樓之1、239號2樓之2

賢福診所,25.0627861,121.5157139,臺北市大同區民權西路148號2樓

泉源診所,25.0720651,121.5189724,臺北市大同區庫倫街51之5號(1樓)

牧人所身心醫學診所,25.0725349,121.5184916,臺北市大同區承德路3段232號1樓

圓山診所,25.0721497,121.5144821,臺北市大同區酒泉街131號(1樓)

秀冠植髮診所,25.0529316,121.5117107,臺北市大同區延平北路1段110號2樓

千暘診所,25.0627494,121.5121465,臺北市大同區民權西路268號2樓、2樓之1、2樓之3

聖方診所,25.0523477,121.5136827,臺北市大同區長安西路177巷2號(1樓、2樓、3樓)

美平方健康美學診所,25.0503329,121.51099,臺北市大同區鄭州路119號2樓之1

悅昇診所,25.060238,121.5199715,臺北市大同區錦西街50之1號(1樓)

妍植國際醫美診所,25.0527103,121.5193898,臺北市大同區南京西路44號(1、2、3樓)

玉妍美醫美診所,25.0620488,121.5232758,臺北市中山區中山北路2段145號(1樓、2樓)

薇光御境美學診所,25.0811231,121.5603278,臺北市中山區樂群二路265巷40號(1、2樓)、42號(1、2樓)

沐慕身心診所,25.0536142,121.5307957,臺北市中山區四平街20號5樓

泓采診所,25.0605731,121.5375873,臺北市中山區建國北路2段137號1樓

晨昕診所,25.0600615,121.5439346,臺北市中山區復興北路350號3樓

大直光澤診所,25.0821445,121.554461,臺北市中山區敬業二路88號(1樓)

肌優谷大直萬豪診所,25.0807537,121.5607995,臺北市中山區樂群二路265巷16號(1、2樓)

禾康診所,25.0614004,121.5254317,臺北市中山區林森北路486號1樓

中山適康復健科診所,25.0605744,121.5406439,臺北市中山區龍江路268號(1樓)、270號2樓之1

大直佳醫美人診所,25.0829671,121.5590932,臺北市中山區樂群三路287號1樓

生技明生診所,25.052522,121.5228567,臺北市中山區中山北路1段72號2樓、2樓之1及2樓之2

台兒中山集英診所,25.0632262,121.5222809,臺北市中山區中山北路2段162號4樓及162號4樓之1

美迪大直婦產科診所,25.0848615,121.5540171,臺北市中山區北安路780號2樓

悅姿醫美診所,25.0631991,121.5254892,臺北市中山區林森北路526號(1、2樓)

極緻醫美診所,25.0518543,121.5314002,臺北市中山區南京東路2段96號5樓

振芝沃本診所,25.0592476,121.5438761,臺北市中山區復興北路290號2樓之1

德式診所,25.0668195,121.5250239,臺北市中山區德惠街9號4樓之9、4樓之10

晶緻美學診所,25.0524608,121.5219438,臺北市中山區南京西路1之1號4樓

美麗線時尚診所,25.051863,121.530772,臺北市中山區南京東路2段76號2樓

中美診所,25.0523713,121.5281453,臺北市中山區南京東路3段210號6樓

上質健康管理診所,25.0848679,121.5538124,臺北市中山區北安路780號6樓

瑞新時尚診所,25.0809222,121.5609373,臺北市中山區植福路308號9樓

初日診所,25.0581168,121.5363849,臺北市中山區民生東路2段163號3樓

萊佳形象美學診所,25.0495959,121.5437309,臺北市中山區復興北路48號2樓

中山元晨診所,25.052522,121.5228567,臺北市中山區中山北路1段145號(7樓)

美麗境界南京復興診所,25.0521498,121.5426043,臺北市中山區南京東路三段201號4樓之1

品漾診所,25.0597361,121.5329547,臺北市中山區松江路274號6樓

千代田八千代診所,25.0525227,121.5218121,臺北市中山區南京西路1號6樓之7之8及7樓之11之12

永育樂群診所,25.0795019,121.5592771,臺北市中山區樂群二路210之2號(1樓)

心湛美學診所,25.0518748,121.5299321,臺北市中山區南京東路2段60號12樓

柏克萊眼科診所,25.0797567,121.5517401,臺北市中山區明水路573號1樓

康倪美學診所,25.0528896,121.5402678,臺北市中山區龍江路106巷1號(1樓)及龍江路108號(1樓)、108號2樓、108號2樓之1

東方八千代診所,25.0524608,121.5219438,臺北市中山區南京西路1之1號8樓

芙美醫學診所,25.0662711,121.5225901,臺北市中山區中山北路3段45號2樓

中山淨妍醫美診所,25.0518601,121.5286374,臺北市中山區南京東路2段20號3樓

晶華美醫診所,25.0539149,121.5232467,臺北市中山區中山北路2段39巷2之2號2、3、4樓

健柏診所,25.0843493,121.5511359,臺北市中山區明水路688號(地下一層)、1樓、2樓

台北維德診所,25.0621411,121.5427606,臺北市中山區民權東路3段66號(1、2樓)

煥顏診所,25.0544541,121.5283614,臺北市中山區新生北路2段33巷9號1樓

羅浮婦女診所,25.049564,121.521914,臺北市中山區長安東路2段88號12樓、90號12樓

中山全美診所,25.0547085,121.5318671,臺北市中山區長春路152號(1樓、2樓)

得心身醫學台北總診所,25.0502518,121.5437555,臺北市中山區復興北路60號3樓之2

皙妍診所,25.0562048,121.5282426,臺北市中山區新生北路2段53之3號1樓

安和美醫美外科診所,25.0602381,121.5238479,臺北市中山區錦州街12號2樓之1

聚英尊爵視光眼科診所,25.0802838,121.5575826,臺北市中山區樂群二路173號1樓及187號2樓之1

豐秀整形外科診所,25.0563411,121.5224898,臺北市中山區中山北路2段52號2樓

元鼎診所,25.048801,121.525604,臺北市中山區長安東路2段184號2樓之1

維醫診所,25.0650263,121.5255365,臺北市中山區林森北路574號(1樓、2樓、3樓、4樓)

卓越健康診所,25.0536809,121.5438046,臺北市中山區復興北路166號4樓

璞蘊整形外科診所,25.0518701,121.5307688,臺北市中山區南京東路2段76號5樓

睦霖復健科診所,25.0597361,121.5329547,臺北市中山區松江路274號2樓

花漾國際美學診所,25.0627847,121.5290894,臺北市中山區民權東路2段21號3樓

恆美學中山診所,25.0518725,121.5243994,臺北市中山區南京東路1段46號7樓

新田身心診所,25.0597973,121.5439756,臺北市中山區復興北路344號2樓

偉俐民生診所,25.058551,121.5408204,臺北市中山區龍江路245號(1樓)

MyHair生髮植鬍診所,25.0597451,121.5328976,臺北市中山區松江路276號7樓

長安東診所,25.049564,121.521914,臺北市中山區長安東路2段50之2號1樓

力安醫學診所,25.080261,121.5604999,臺北市中山區樂群二路267號4樓

美朵整形外科診所,25.0533659,121.5228352,臺北市中山區中山北路2段31號5樓

莎斐爾整形外科診所,25.052306,121.528452,臺北市中山區南京東路2段11號7樓

翡翠診所,25.0476758,121.5307675,臺北市中山區松江路38巷33號1樓

銀河星辰醫美診所,25.0527429,121.521138,臺北市中山區南京西路5之1號5樓之1

綠葉親子診所,25.0648225,121.5240983,臺北市中山區農安街12之1號(1樓)

喜安診所,25.0479311,121.5442257,臺北市中山區新生北路1段66號3樓

吾霏醫美食驗室診所,25.0525928,121.5223658,臺北市中山區中山北路2段2號4樓

存奕美學診所,25.0562771,121.5225549,臺北市中山區中山北路2段52號3樓、3樓之1、3樓之2

欣妍診所,25.0478569,121.5323,臺北市中山區松江路46巷12號1樓

新英格蘭診所,25.0605071,121.5333637,臺北市中山區松江路396號1樓

詩宓診所,25.058198,121.5363115,臺北市中山區民生東路2段161號3樓

中崙國際診所,25.047355,121.542574,臺北市中山區八德路2段303號(1樓)、305號(1樓及2樓)、307號(1樓及2樓)

達康診所,25.061911,121.5395413,臺北市中山區龍江路298巷21號1樓

佳飛雅緻美學診所,25.0538647,121.5244905,臺北市中山區中山北路2段39巷18號(1、2樓)

中山顧家泌尿科診所,25.0596218,121.5231684,臺北市中山區中山北路2段99號2樓

采騰診所,25.049265,121.5437555,臺北市中山區復興北路38號6樓、40號6樓

南京粹究美學診所,25.0518549,121.5302263,臺北市中山區南京東路2段62號10樓

金蘋果美學診所,25.050855,121.5420511,臺北市中山區遼寧街107之2號1樓

晶緻玥禾診所,25.0524608,121.5219438,臺北市中山區南京西路1之1號2樓

君綺整形外科診所,25.052296,121.5333576,臺北市中山區南京東路2段111號2樓

大直佳恩診所,25.081959,121.548607,臺北市中山區北安路591號1樓及地下層

秀仁整形外科診所,25.0581828,121.5251264,臺北市中山區民生東路一段29號9樓之1

黃建榮婦產科診所,25.0518273,121.5318663,臺北市中山區南京東路二段100號11樓、11樓之1、11樓之2、11樓之3、11樓之4及11樓之5

美麗好診所,25.0519538,121.5242592,臺北市中山區南京東路一段42號3樓

法緹美學時尚診所,25.0504072,121.5251449,臺北市中山區林森北路109號(實際營業地址：3樓)

希望美醫診所,25.0522219,121.5217622,臺北市中山區南京西路8號8樓

彥靚診所,25.0497157,121.5331417,臺北市中山區松江路75之1號3樓

四季和安婦幼診所,25.0607535,121.5254315,臺北市中山區林森北路452號地下1樓、458號及458號3樓、460號及460號2樓、錦州街23巷3號3樓

心禾診所,25.0513843,121.5437872,臺北市中山區復興北路92號11樓之1

創興診所,25.0608676,121.543924,臺北市中山區復興北路378號地下二樓

景?復健科診所,25.0824638,121.5487516,臺北市中山區北安路607號、607之1號、595巷1號地下一層

固?診所,25.082687,121.548768,臺北市中山區北安路613號、595巷1號地下一層

鈺璽診所,25.051847,121.5336349,臺北市中山區南京東路二段132號4樓

粹究美學診所,25.0518412,121.5288218,臺北市中山區 南京東路2段20號2樓

上直診所,25.079389,121.546461,臺北市中山區北安路458巷41弄49號

馨美診所,25.05764,121.523078,臺北市中山區中山北路二段77之1號2樓

育仁診所,25.060192,121.5354988,臺北市中山區錦州街286號

高地植髮家診所,25.0522079,121.539212,臺北市中山區南京東路三段91號2樓

好日子診所,25.0637886,121.5234341,臺北市中山區中山北路二段183巷3之3號

詹益偉耳鼻喉科診所,25.08253,121.548759,臺北市中山區北安路611號

振芝心身醫學診所,25.0587951,121.543881,臺北市中山區復興北路282號2樓

麗安耳鼻喉科診所,25.0605537,121.5410161,臺北市中山區龍江路289號

禾宇復健科診所,25.0661411,121.5377924,臺北市中山區龍江路356巷79號

永暉診所,25.066504,121.5255772,臺北市中山區林森北路612號3樓、614號3樓

柏安診所,25.048304,121.5344129,臺北市中山區長安東路二段88號10樓及90號10樓

玉山診所,25.0604586,121.5342898,臺北市中山區錦州街251號(實際營業:二層)

巴黎國際長春診所,25.062118,121.5433251,臺北市中山區民權東路3段78號(實際營業地址:一層、二層)

洛桑醫學診所,25.0832017,121.5533737,臺北市中山區敬業一路128巷28號4樓

送子鳥11診所,25.080502,121.5584723,臺北市中山區樂群二路187號1樓、189號1樓、189號2樓、189號2樓之1

南西好萊塢診所,25.0519723,121.5237208,臺北市中山區南京東路一段24號3樓

由麗美型診所,25.0601414,121.5358916,臺北市中山區錦州街296號

生基婦產科診所,25.0482731,121.5354121,臺北市中山區長安東路二段108號2樓、2樓之1、2樓之2、2樓之3、2樓之4

南西光澤診所,25.0519494,121.5237059,臺北市中山區南京東路一段24號7樓

杰膚美診所,25.049699,121.5437453,臺北市中山區復興北路50號2樓

醫髮診所,25.0474407,121.5441513,臺北市中山區復興南路1段36之9號9樓、36之10號9樓

丹朵醫學診所,25.0556037,121.523495,臺北市中山區長春路3巷13、15號

佑昇診所,25.049564,121.521914,臺北市中山區長安東路2段88號8樓、90號8樓

又喜明眼科診所,25.080786,121.548568,臺北市中山區北安路572號(實際營業樓層1樓、2樓)

澤林毛髮診所,25.0483372,121.5338652,臺北市中山區長安東路二段78號6樓

越診所,25.0523055,121.5292421,臺北市中山區南京東路2段37號(1樓、2樓)、39號(1樓、2樓)、41巷2號(1樓、2樓)、6號(1樓、2樓)、8號(1樓、2樓)、8之1號(1樓、2樓)

